text,label,processed_text,token_count
"U.S. Defends Global Warming Strategy (AP). AP - The United States, facing international criticism for its rejection of the Kyoto Protocol, argued Tuesday it spends billions of dollars seeking new technologies to cut emissions of the greenhouse gases blamed for global warming.",Sci_Tech,defend global warming strategy the united states face international criticism for its rejection of the kyoto protocol argue tuesday it spend billion of dollar seek new technology to cut emission of the greenhouse gas blame for global warming,38
Van Den Hoogenband and Popov Out of 50m Freestyle. ATHENS (Reuters) - Olympic 100 meters freestyle champion Pieter van den Hoogenband and world champion Alexander Popov were both eliminated in the heats of the men's 50 meters freestyle in a major shock in the Olympic swimming pool on Thursday.,Sports,van den hoogenband and popov out of freestyle athens reuter olympic meter freestyle champion pieter van den hoogenband and world champion alexander popov be both eliminate in the heat of the man meter freestyle in major shock in the olympic swimming pool on thursday,44
"BC's game plan: Improve daily. The Eagles are off to one of their best starts in five years, undefeated after their first three games for the first time since opening the 1999 campaign with a 4-0 record.",Sports,bc game plan improve daily the eagle be off to one of their good start in five year undefeated after their first three game for the first time since open the campaign with record,34
"NHL Lockout Forces All-Star Cancellation. NEW YORK Nov 3, 2004 - In another sign the NHL season is slipping away, the league canceled its All-Star game Wednesday because of the lockout.",Sports,nhl lockout force all star cancellation new york nov in another sign the nhl season be slip away the league cancel its all star game wednesday because of the lockout,30
"Yankees Blow Lead but Beat Twins 13-10. MINNEAPOLIS - Gary Sheffield homered twice and keyed a four-run rally in the ninth inning Thursday night, sending the New York Yankees to a seesaw, 13-10 win over the Minnesota Twins. Down 9-3 and minus Gold Glove center fielder Torii Hunter after he crashed into the fence, the Twins came back and almost swept the three-game series between AL division leaders...",World,yankee blow lead but beat twin minneapolis gary sheffield homer twice and key four run rally in the ninth inning thursday night send the new york yankees to seesaw win over the minnesota twin down and minus gold glove center fielder torii hunter after he crash into the fence the twin come back and almost sweep the three game series between al division leader,64
"ATI develops PCI Express-based HyperMemory. ATI takes the concept of quot;shared memory quot; and utilizes next-generation technology to produce HyperMemory. Using PCI Express, this new technology reduces PC system costs by allowing its visual processors to use system memory for graphics processing.",Sci_Tech,ati develop pci express base hypermemory ati take the concept of share memory and utilize next generation technology to produce hypermemory use pci express this new technology reduce pc system cost by allow its visual processor to use system memory for graphic processing,43
"Insurgents hunted down to border stronghold in US-led fightback. US-LED forces attacked two Iraqi rebel strongholds yesterday, killing nearly two dozen insurgents in a town near the Syrian border and bombing targets in Fallujah for a third day.",World,insurgent hunt down to border stronghold in we lead fightback we lead force attack two iraqi rebel stronghold yesterday kill nearly two dozen insurgent in town near the syrian border and bombing in fallujah for third day,37
"EC puts off decision on Microsoft, Time Warner deal. Regulators could still launch an investigation into the two titans' acquisition of ContentGuard, a digital rights company.",Sci_Tech,ec put off decision on microsoft time warner deal regulator could still launch an investigation into the two titans acquisition of contentguard digital right company,25
"Israel 'worried over world image'. A secret Israeli report warns Israel's world image could fall as low as South Africa's during the apartheid era, reports say.",World,israel worry over world image secret israeli report warn israel world image could fall as low as south africa during the apartheid era report say,25
Bangladesh crash to Mills pace. Chittagong - Fast bowler Kyle Mills grabbed four wickets in a dream spell as New Zealand thrashed Bangladesh by 138 runs in the opening one-day international here on Tuesday.,Sports,bangladesh crash to mill pace chittagong fast bowler kyle mill grab four wicket in dream spell as new zealand thrash bangladesh by run in the opening one day international here on tuesday,32
GOP Leaders Criticize S.C. Organization (AP). AP - A federally funded group that promised flu shots on Election Day in six of South Carolina's poorest counties has drawn criticism from Republican leaders.,World,gop leader criticize organization federally fund group that promise flu shot on election day in six of south carolina poor county have draw criticism from republican leader,27
"SUN 61, LIBERTY 51 Balanced Sun Knocks Liberty Off-Balance. ith five minutes left in Game 1 of the Eastern Conference finals last night at Madison Square Garden, the Connecticut Sun had the Liberty down, if not out.",Sports,sun liberty balanced sun knock liberty off balance ith five minute leave in game of the eastern conference final last night at madison square garden the connecticut sun have the liberty down if not out,35
"Five missing German tourists found. FIVE German tourists who went missing in Algeria #39;s Sahara desert have been found safe and well in the southern Djanet region of the north African country, local police said today.",World,five miss german tourist find five german tourist who go missing in algeria sahara desert have be find safe and well in the southern djanet region of the north african country local police say today,35
"Allies agree to set up military training academy in Iraq. BRUSSELS -- NATO allies agreed yesterday to create a military training academy in Iraq, expanding the alliance's small presence in the country after two years of feuding over the US-led war.",World,ally agree to set up military training academy in iraq brussels nato ally agree yesterday to create military training academy in iraq expand the alliance small presence in the country after two year of feud over the us lead war,40
IBM Accelerates Grid-Computing Efforts For ISVs. Grid computing already is close to being a $1 billion business for IBM. Now the company is stepping up its efforts to make sure its independent software vendor partners are onboard the grid-computing bandwagon.,Sci_Tech,ibm accelerate grid computing effort for isvs grid computing already be close to be billion business for ibm now the company be step up its effort to make sure its independent software vendor partner be onboard the grid computing bandwagon,40
"Israel Accuses Syria of 'Directing Terrorism'. Israel accused Syria on Monday of ""directing terrorism"" and warned it could face pre-emptive strikes against militants on its territory, but stopped short of saying it killed a Hamas leader in Damascus.",World,israel accuse syria of direct terrorism israel accuse syria on monday of direct terrorism and warn it could face pre emptive strike against militant on its territory but stop short of say it kill hamas leader in damascus,38
Court Votes to Strip Pinochet of Immunity. An appeals court ruled Thursday to strip former dictator Gen. Augusto Pinochet of immunity from prosecution for a 1974 car bombing that killed an exiled Chilean general and the man's wife.,World,court vote to strip pinochet of immunity an appeal court rule thursday to strip former dictator gen augusto pinochet of immunity from prosecution for car bombing that kill an exiled chilean general and the man wife,36
"Desperate flood victims await aid. At least 175,000 Haitians have been affected by flooding caused by a tropical storm, relief workers say.",World,desperate flood victim await aid at least haitian have be affect by flooding cause by tropical storm relief worker say,20
"India #39;s Congress Wins Polls in Key Industrial State. India #39;s ruling Congress party won power in a giant state on Saturday, a victory that would boost the fortunes of Italian-born Sonia Gandhi #39;s party",World,india congress win poll in key industrial state india rule congress party win power in giant state on saturday victory that would boost the fortune of italian bear sonia gandhi party,31
"Packers place Pederson on IR. The Green Bay Packers placed backup quarterback Doug Pederson on injured reserve Thursday, ending his season. Pederson broke a rib, cracked a bone in his back and tore a muscle in his side in a 14-7 loss Sunday to the New York Giants.",Sports,packer place pederson on ir the green bay packer place backup quarterback doug pederson on injure reserve thursday end his season pederson break rib crack bone in his back and tear muscle in his side in loss sunday to the new york giant,43
White House Puts Off Logging Decision (AP). AP - The Bush administration said Wednesday it will put off until after the election a final decision on a plan to allow road building and logging on 58 million acres of remote forests where both are now prohibited.,World,white house put off log decision the bush administration say wednesday it will put off until after the election final decision on plan to allow road building and log on million acre of remote forest where both be now prohibit,40
"New York Knicks. Billups scored 15 points, including a pair of free throws with 2.6 seconds left, as the Pistons rallied from a 16-point second-half deficit to defeat the Knicks, 94-93.",Sports,new york knick billup score point include pair of free throw with second leave as the piston rally from point second half deficit to defeat the knick,27
"Els closes with 69, edges Bjorn to win WGC title. The pressure to win made Ernie Els feel like he was in a major. Given all he has been through this year, his victory in the American Express Championship sure felt like one.",Sports,els close with edge bjorn to win wgc title the pressure to win make ernie el feel like he be in major give all he have be through this year his victory in the american express championship sure feel like one,41
"FDA Eyes Rules on Child Anti-Depressants. WASHINGTON - Federal health advisers considering more stringent warning labels for anti-depressants linked to suicidal thoughts among children were told on Tuesday that a new warning added in March appeared to have little impact on children's use of the drugs. Children aged 1 to 17 still account for 7 percent of anti-depressants prescribed, said Michael Evans of the Food and Drug Administration's Office of Drug Safety...",World,fda eye rule on child anti depressant washington federal health adviser consider more stringent warning label for anti depressant link to suicidal thought among child be tell on tuesday that new warning add in march appear to have little impact on child use of the drug child age to still account for percent of anti depressant prescribe say michael evans of the food and drug administration office of drug safety,70
"Earnings alert: Adobe strong despite drop. Plus: Linux demand lifts Red Hat profit...Strong sales of phones, other gadgets boost PalmOne profit...Lawson expects quarterly loss.",Sci_Tech,earning alert adobe strong despite drop plus linux demand lift red hat profit strong sale of phone other gadget boost palmone profit lawson expect quarterly loss,26
"Third-Quarter Loss $3.4 Billion for MCI. MCI Inc. Thursday reported a loss of $3.4 billion during its third quarter, reflecting its recent decision to write down the value of its telecommunications network.&lt;BR&gt; &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",Sci_Tech,third quarter loss billion for mci mci inc thursday report loss of billion during its third quarter reflect its recent decision to write down the value of its telecommunications network the washington post,33
"UA #39;s Heavner under pressure. TUCSON - The Arizona football team is sticking with quarterback Kris Heavner, but Wildcats coach Mike Stoops wants the sophomore to improve.",Sports,ua heavner under pressure tucson the arizona football team be stick with quarterback kris heavner but wildcat coach mike stoop want the sophomore to improve,25
"Beazer notifies $80.1 million 4Q profit. Beazer Homes USA Inc., the US homebuilder, has announced that fourth-quarter earnings increase as a result of home orders growth in Mid-Atlantic, Southeast and West regions.",Business,beazer notifies million profit beazer homes usa inc the us homebuilder have announce that fourth quarter earning increase as result of home order growth in mid atlantic southeast and west region,31
"Montoya wins final F1 race of season. Colombia #39;s Juan Pablo Montoya won Sunday #39;s Brazilian Grand Prix, foiling the hopes of native son Rubens Barrichello and his Ferrari teammate Michael Schumacher of Germany.",Sports,montoya win final race of season colombia juan pablo montoya win sunday brazilian grand prix foil the hope of native son ruben barrichello and his ferrari teammate michael schumacher of germany,31
"Let the Handheld Games Begin. Nintendo, Sony ready rival portable gaming devices. Which one will gamers go for?",Sci_Tech,let the handheld game begin nintendo sony ready rival portable gaming device which one will gamer go for,18
"Fitful Mauresmo Through to Linz Semifinals. Top seed Amelie Mauresmo reached the semifinals of the Linz Open when she continued her run of success against Ai Sugiyama by beating the defending champion 6-2, 6-4 Friday.",Sports,fitful mauresmo through to linz semifinal top seed amelie mauresmo reach the semifinal of the linz open when she continue her run of success against ai sugiyama by beat the defend champion friday,33
"Intel reaches Pentium 4 speed limit at 3.8GHz. As expected, Intel Corp. introduced a 3.8GHz Pentium 4 processor Monday in what could represent the end of an era for the chip maker.",Sci_Tech,intel reach pentium speed limit at ghz as expect intel corp introduce ghz pentium processor monday in what could represent the end of an era for the chip maker,29
Britain Hopes and Prays for Hostage in Iraq (Reuters). Reuters - Anxious Britons awaited news on Wednesday of hostage Kenneth Bigley after his captors in Iraq said they beheaded the second of two Americans being held with him.,World,britain hop and pray for hostage in iraq reuter reuters anxious briton await news on wednesday of hostage kenneth bigley after his captor in iraq say they behead the second of two americans be hold with he,37
Nazi murder trial opens. An 86-year-old Nazi war crimes suspect charged with the killings of 164 Slovak villagers during World War II denied as his trial opened Thursday that he was involved in the shootings of women or children.,World,nazi murder trial open an year old nazi war crime suspect charge with the killing of slovak villager during world war ii deny as his trial open thursday that he be involve in the shooting of woman or child,39
UPDATE:Stanchart To Buy 51 Stake In Indonesia Bk Permata. JAKARTA (Dow Jones)--A consortium led by Standard Chartered PLC (STAN.LN) won the bidding for a majority stake in PT Bank Permata (BNLI.,Business,update stanchart to buy stake in indonesia bk permata jakarta dow jones consortium lead by standard chartered plc stan ln win the bidding for majority stake in pt bank permata bnli,31
"After busy Black Friday, shoppers downshift. Shoppers spent their money on Friday and browsed the rest of the weekend, according to a retailers #39; trade group. The Retail Council of New York State reported an erratic",Business,after busy black friday shopper downshift shopper spend their money on friday and browse the rest of the weekend accord to retailer trade group the retail council of new york state report an erratic,34
"Space Tourism Seeking Public Investors (AP). AP - It was billionaire Paul Allen's #36;20 million that allowed Burt Rutan to build SpaceShipOne, the first privately financed manned rocket to reach space.",Sci_Tech,space tourism seek public investor it be billionaire paul allen million that allow burt rutan to build spaceshipone the first privately finance manned rocket to reach space,27
"Democratic Rep. Bob Matsui Dies at 63 (AP). AP - Rep. Robert T. Matsui of California, who spent time in an internment camp for Japanese-Americans as an infant during World War II and went on to serve 26 years in Congress, has died of complications from a rare disease, his family said Sunday.",World,democratic rep bob matsui die at rep robert matsui of california who spend time in an internment camp for japanese americans as an infant during world war ii and go on to serve year in congress have die of complication from rare disease his family say sunday,47
"Gerrard doubtful for Austria match. Vienna, Austria (Sports Network) - English midfielder Steven Gerrard will likely miss Saturday #39;s World Cup qualifier against Austria with a groin injury.",Sports,gerrard doubtful for austria match vienna austria sports network english midfielder steven gerrard will likely miss saturday world cup qualifi against austria with groin injury,25
"Nokia add 6670 to one megapixel pack. Nokia today has introduced yet another one megapixel model in the UK - the 6670. Expected to be available in early October 2004, the Nokia 6670 phone will come in two variants; GSM 900/1800/1900 for Europe",Sci_Tech,nokia add to one megapixel pack nokia today have introduce yet another one megapixel model in the uk the expect to be available in early october the nokia phone will come in two variant gsm for europe,37
Springboks targets scrum. THE South Africans have called the Wallabies scrum cheats as a fresh round of verbal warfare opened in the Republic last night.,Sports,springboks scrum the south african have call the wallaby scrum cheat as fresh round of verbal warfare open in the republic last night,23
"Magical day for Meehan. It was a day to seek refuge on the Rowley Mile here yesterday, not only from the showers but also from the results. There was a 22-1 winner in the first race of the Cambridgeshire meeting, and the 11-1 chance Nights Cross took the second.",Sports,magical day for meehan it be day to seek refuge on the rowley mile here yesterday not only from the shower but also from the result there be winner in the first race of the cambridgeshire meeting and the chance night cross take the second,45
"Germans Open UEFA Cup in Style. It may be seen by some as the poorer relation to the Champions League but for those German teams in the UEFA Cup, it is an opportunity to go for European glory.",Sports,germans open uefa cup in style it may be see by some as the poor relation to the champion league but for those german team in the uefa cup it be an opportunity to go for european glory,38
Md. Land Sell-Off Proposals Resisted. Key lawmakers will try to amend the state constitution to curtail the governor's ability to sell off state-owned properties -- especially land bought in the name of preservation.,Business,md land sell off proposal resist key lawmaker will try to amend the state constitution to curtail the governor ability to sell off state own property especially land buy in the name of preservation,34
"Briton Jailed for Arms Dealings. HARARE, Zimbabwe, Sept. 10 -- A Zimbabwean court jailed a former British special services officer for seven years Friday in a case prosecutors linked to a foiled coup attempt in the oil-rich country of Equatorial Guinea.",World,briton jail for arm dealing harare zimbabwe sept zimbabwean court jail former british special service officer for seven year friday in case prosecutor link to foiled coup attempt in the oil rich country of equatorial guinea,36
New Remedies for a Frustrating Illness. But Do They Work?. Two drugs approved for the treatment of irritable bowel syndrome may or may not work for the 45 million Americans who suffer from I.B.S.,Sci_Tech,new remedy for frustrating illness but do they work two drug approve for the treatment of irritable bowel syndrome may or may not work for the million americans who suffer from,31
Jobs back to work as Apple chief executive (SiliconValley.com). SiliconValley.com - Apple Computer Chief Executive Steve Jobs has quietly returned to work full time after taking a leave of absence to recover from cancer surgery.,Sci_Tech,job back to work as apple chief executive siliconvalley com siliconvalley com apple computer chief executive steve job have quietly return to work full time after take leave of absence to recover from cancer surgery,35
"Delta May Offer Its Pilots Equity Stake to Get Cuts. Delta Air Lines, in an effort to avoid filing for bankruptcy protection, is considering giving its pilots an equity stake in exchange for pay and benefit cuts, a Delta pilot spokeswoman said yesterday.",Business,delta may offer its pilot equity stake to get cut delta air line in an effort to avoid file for bankruptcy protection be consider give its pilot an equity stake in exchange for pay and benefit cut delta pilot spokeswoman say yesterday,42
"French citizens flee chaos in Ivory Coast. About 150 American, Australian, Canadian and Spanish nationals gathered at Abidjan #39;s sleek, modern airport. A Spanish air force plane.",World,french citizen flee chaos in ivory coast about american australian canadian and spanish national gather at abidjan sleek modern airport spanish air force plane,24
"Researchers Using DNA to Help Stop Elephant Poaching. Despite a 1989 ban on the slaughter of elephants for their tusks, the illegal ivory trade is as brisk as ever. In an effort to step up efforts to protect elephants, researchers have been using genetic technology",Sci_Tech,researcher use dna to help stop elephant poach despite ban on the slaughter of elephant for their tusk the illegal ivory trade be as brisk as ever in an effort to step up effort to protect elephant researcher have be use genetic technology,43
"Police officer arrested in Internet sex sting. WHITE PLAINS, NY (AP) _ A city police officer was arrested at what he thought would be a sexual rendezvous with a teenage boy, six months after he was caught calling himself a quot;boy hunter quot; in an Internet chat profile, officials said.",Sci_Tech,police officer arrest in internet sex sting white plain ny city police officer be arrest at what he think would be sexual rendezvous with teenage boy six month after he be catch call himself boy hunter in an internet chat profile official say,43
"British Army probes woman #39;s death. The British Army is investigating the death of Staff Sgt Denise Rose, the first British female soldier to die in since the campaign in Iraq began.",World,british army probe woman death the british army be investigate the death of staff sgt denise rise the first british female soldier to die in since the campaign in iraq begin,31
Bomb threat raises security concerns; evacuation could set bad &lt;b&gt;...&lt;/b&gt;. Spanish authorities won praise Monday for clearing Santiago Bernabeu Stadium in just minutes after receiving a bomb threat - but Real Madrid #39;s president said it set a bad precedent to suspend the match.,Sports,bomb threat raise security concern evacuation could set bad spanish authority win praise monday for clear santiago bernabeu stadium in just minute after receive bomb threat but real madrid president say it set bad precedent to suspend the match,39
Harmony Grabs Hold of Gold Fields. HARMONY is set to become the world #39;s biggest gold producing mining company in just four months. This week Harmony moved closer to successfully concluding its hostile bid for rival Gold Fields.,Business,harmony grab hold of gold field harmony be set to become the world big gold produce mining company in just four month this week harmony move close to successfully conclude its hostile bid for rival gold field,37
Last of Chinas old guard cedes military. Hu Jintao became China #39;s undisputed leader yesterday as the world #39;s most populous nation completed its first orderly transfer of power in the communist era.,World,last of chinas old guard cede military hu jintao become china undisputed leader yesterday as the world most populous nation complete its first orderly transfer of power in the communist era,31
"Wireless Carriers Cut Portability Fees (NewsFactor). NewsFactor - Verizon Wireless and Sprint (NYSE: FON) are giving their customers a break, cutting their fees for number portability, which the carriers have charged all customers to meet the costs of enabling wireless users to keep their phone numbers when they switch service providers.",Sci_Tech,wireless carrier cut portability fee newsfactor newsfactor verizon wireless and sprint nyse fon be give their customer break cut their fee for number portability which the carrier have charge all customer to meet the cost of enable wireless user to keep their phone number when they switch service provider,49
"Rolls Were Nothing to Flip Over. Last week's spectacular barrel rolls by SpaceShipOne looked a lot more frightening than they were, the project leader says. Also: There was a forlorn face in the crowd.... Sponsors line up behind effort.... New Mexico wants a spaceport.... and more. By Dan Brekke.",Sci_Tech,roll be nothing to flip over last week spectacular barrel roll by spaceshipone look lot more frightening than they be the project leader say also there be forlorn face in the crowd sponsor line up behind effort new mexico want spaceport and more by dan brekke,46
"Report: SEC, Time Warner Near Settlement. WASHINGTON (Reuters) - Time Warner Inc. is close to a deal with U.S. regulators in which the world's largest media group would pay about $750 million to settle allegations of accounting irregularities at its America Online division, The Washington Post reported on Tuesday.",Business,report sec time warner near settlement washington reuters time warner inc be close to deal with regulator in which the world large medium group would pay about million to settle allegation of accounting irregularity at its america online division the washington post report on tuesday,45
"Israeli Missile Kills Hamas Militant in Gaza-Medics (Reuters). Reuters - An Israeli helicopter gunship fired a missile near a house during fighting in the northern Gaza Strip Wednesday, killing a Hamas militant, medics said.",World,israeli missile kill hamas militant in gaza medics reuters reuter an israeli helicopter gunship fire missile near house during fight in the northern gaza strip wednesday kill hamas militant medic say,31
"Minaya: free to be real boss?. The Mets #39; big message at Omar Minaya #39;s surprise coronation yesterday was that Minaya has quot;full autonomy, quot; baseballese for the power to make any decisions related to baseball.",Sports,minaya free to be real boss the met big message at omar minaya surprise coronation yesterday be that minaya have full autonomy baseballese for the power to make any decision relate to baseball,33
"Vivisimo launches Clusty.com. Pittsburgh-based alternative search engine Vivsimo has unveiled Clusty.com, a full-service search site powered completely by the company #39;s clustering technology.",Sci_Tech,vivisimo launch clusty com pittsburgh base alternative search engine vivsimo have unveil clusty com full service search site power completely by the company cluster technology,25
"Linksys goes dual-band on Wi-Fi (MacCentral). MacCentral - With its eyes on the future of home entertainment and a relatively uncluttered band of radio spectrum, Cisco Systems Inc.'s Linksys division on Wednesday unveiled a line of IEEE 802.11g/a wireless LAN products.",Sci_Tech,linksys go dual band on wi fi maccentral maccentral with its eye on the future of home entertainment and relatively uncluttered band of radio spectrum cisco systems inc linksys division on wednesday unveil line of ieee wireless lan product,39
"UPDATE 3-Morgan Stanley profit falls 34 pct, shares drop. US investment bank Morgan Stanley (MWD.N: Quote, Profile, Research) on Wednesday said quarterly profit dropped 34 percent amid reduced trading revenue, falling well short of Wall Street #39;s already-lowered expectations after a",Business,update morgan stanley profit fall pct share drop us investment bank morgan stanley mwd quote profile research on wednesday say quarterly profit drop percent amid reduce trading revenue fall well short of wall street already lower expectation after,38
"Fossil may fill gap in evolution. A 13-million-year-old fossil found in Spain may be that of the last common ancestor to all living great apes, including humans, researchers reported Thursday.",Sci_Tech,fossil may fill gap in evolution million year old fossil find in spain may be that of the last common ancestor to all live great ape include human researcher report thursday,31
"Freddie Mac May Face SEC Action. WASHINGTON (Reuters) - Freddie Mac (FRE.N: Quote, Profile, Research) , the No. 2 US mortgage finance company, on Wednesday said it may face civil action from the US Securities and Exchange Commission for possible violations of securities laws.",Business,freddie mac may face sec action washington reuters freddie mac fre quote profile research the no us mortgage finance company on wednesday say it may face civil action from the us securities and exchange commission for possible violation of security law,41
"Reds 8, Cubs 3. Greg Maddux gave up three homers, including Adam Dunn #39;s 44th of the year, in an 8-3 loss to the Cincinnati Reds on Tuesday night that could cost the Cubs valuable ground in the NL wild-card race.",Sports,reds cubs greg maddux give up three homer include adam dunn th of the year in an loss to the cincinnati red on tuesday night that could cost the cub valuable ground in the nl wild card race,38
"B.C. halfway house seen as killer haven was pressured into closing, says source (Canadian Press). Canadian Press - VANCOUVER (CP) - Operators of the controversial Vernon, B.C. halfway house whose residents were linked to three killings were stampeded into closing it even though there's no evidence of negligence, The Canadian Press has learned.",World,halfway house see as killer haven be pressure into closing say source canadian press canadian press vancouver cp operator of the controversial vernon halfway house whose resident be link to three killing be stampede into close it even though there no evidence of negligence the canadian press have learn,49
"Texas A amp;M Aggies. COLLEGE STATION, Texas (Ticker) -- In the end, the Texas A amp;M defense was able to withstand the top-ranked passing attack of Texas Tech.",Sports,texas amp aggie college station texas ticker in the end the texas amp defense be able to withstand the top rank pass attack of texas tech,26
"Gomes stays hot for Providence. Ryan Gomes scored 24 points and grabbed 15 rebounds last night, leading Providence (9-4) to a 79-63 win over Brown (6-6).",Sports,gome stay hot for providence ryan gome score point and grab rebound last night lead providence to win over brown,20
"Federer Ties Mark for Consecutive Finals (AP). AP - Top-ranked Roger Federer routed an injured Andy Roddick 6-4, 6-0 Sunday to capture the Thailand Open, joining John McEnroe and Bjorn Borg as the only players to win 12 straight ATP Tour finals in the last 25 years.",Sports,federer tie mark for consecutive final top rank roger federer rout an injure andy roddick sunday to capture the thailand open join john mcenroe and bjorn borg as the only player to win straight atp tour final in the last year,41
"DirecTV Posts Loss, Blames Marketing. DirecTV Group Inc. (DTV.N: Quote, Profile, Research) on Tuesday posted a large quarterly loss as marketing and subscriber retention costs rose sharply, offsetting a 49 percent rise in new subscribers.",Business,directv post loss blame marketing directv group inc dtv quote profile research on tuesday post large quarterly loss as marketing and subscriber retention cost rise sharply offset percent rise in new subscriber,32
"'Frog's glue' could mend knees. A sticky substance from the skin of frogs could be used to repair human knee joints, scientists believe.",Sci_Tech,frog glue could mend knee sticky substance from the skin of frog could be use to repair human knee joint scientist believe,22
"Chiefs' Hall Sits Out With Painful Lip (AP). AP - Dante Hall, Kansas City's All-Pro kick returner, could only stand on the sideline at practice on Thursday, icing his painfully infected lower lip.",Sports,chiefs hall sit out with painful lip dante hall kansas city all pro kick returner could only stand on the sideline at practice on thursday ice his painfully infect low lip,31
"Lackey sparks Angels past A's. Troy Glaus drove in three runs to back a strong outing by John Lackey, and the Angels beat Oakland, 6-2, last night in Anaheim, Calif., to pull within one game of the West-leading A's with a week to play.",Sports,lackey spark angel past troy glaus drive in three run to back strong outing by john lackey and the angel beat oakland last night in anaheim calif to pull within one game of the west lead with week to play,40
Anwar in Munich for treatment. Malaysian rebel politician Anwar Ibrahim has arrived in the southern German city of Munich for medical treatment. He arrived at a clinic in Munich under bright blue skies on Sunday,World,anwar in munich for treatment malaysian rebel politician anwar ibrahim have arrive in the southern german city of munich for medical treatment he arrive at clinic in munich under bright blue sky on sunday,34
"Adobe Unveils Acrobat 7.0 Software. Adobe Systems has introduced Adobe Acrobat 7.0 software suite, with features that could appeal to home offices and professionals who make a living from content design.",Sci_Tech,adobe unveil acrobat software adobe system have introduce adobe acrobat software suite with feature that could appeal to home office and professional who make living from content design,28
"Euro Reaches New High against Dollar. The US dollar fell yesterday against all the major currencies on international exchange markets except the Canada dollar. The Euro climbed to $1.3074 against US dollar, breaking a new record.",Business,euro reach new high against dollar the us dollar fall yesterday against all the major currency on international exchange market except the canada dollar the euro climb to against we dollar break new record,34
Manchester United Reports Big Drop in Annual Profits. English football (soccer) team Manchester United has reported a nearly 30 percent fall in its annual profits and warned that future results would be affected by a drop in media revenues.,Business,manchester united report big drop in annual profit english football soccer team manchester united have report nearly percent fall in its annual profit and warn that future result would be affect by drop in medium revenue,36
"IBM to Widen Use of Mainframes in China, Elsewhere. SAN FRANCISCO (Reuters) - Buoyed by brisk sales of its mainframe computers in recent quarters, IBM is aiming to broaden the use of the powerful machines, particularly in China, the world's fastest growing large economy.",Sci_Tech,ibm to widen use of mainframe in china elsewhere san francisco reuters buoy by brisk sale of its mainframe computer in recent quarter ibm be aim to broaden the use of the powerful machine particularly in china the world fast grow large economy,43
Programs: 'Evil Genius' Brings Out Your Inner Villain. (Gene Emery is a columnist who covers science and technology. His Internet address is GEmery(at)Cox.net. Any opinions in the column are his alone.),Sci_Tech,program evil genius bring out your inner villain gene emery be columnist who cover science and technology his internet address be gemery at cox net any opinion in the column be his alone,33
"U.S. Stocks, Bonds Rise, Oil, Dollar Fall (Reuters). Reuters - U.S. stocks closed higher on Monday as a dramatically raised price target for Apple Computer Inc. shares spilled over to other technology stocks, and a rally in crude oil stalled as traders took profits.",Sci_Tech,stock bond rise oil dollar fall reuter reuter stock close higher on monday as dramatically raise price for apple computer inc share spill over to other technology stock and rally in crude oil stall as trader take profit,38
"S.Africa Says No Extradition Request for Thatcher. CAPE TOWN (Reuters) - South Africa has not received an official request from Equatorial Guinea for the extradition of Mark Thatcher, who is suspected of involvement in a coup bid in the oil-rich country, officials said on Friday.",World,africa say no extradition request for thatcher cape town reuters south africa have not receive an official request from equatorial guinea for the extradition of mark thatcher who be suspect of involvement in coup bid in the oil rich country official say on friday,44
"Sun God Gets Burned (The Motley Fool). The Motley Fool - In Greek mythology, Apollo was the god of the sun. But yesterday, for-profit educator Apollo Group (Nasdaq: APOL - News) more resembled another figure from Greek lore -- Icarus, the young lad who made wings of wax and feathers, flew too close to the sun, and plunged to his death when the wax melted.",Sci_Tech,sun god get burn the motley fool the motley fool in greek mythology apollo be the god of the sun but yesterday for profit educator apollo group nasdaq apol news more resemble another figure from greek lore icarus the young lad who make wing of wax and feather fly too close to the sun and plunge to his death when the wax melt,63
"Yahoo Builds New Mobile Portal. Yahoo! has announced the debut of a new suite of search services for mobile users at the CTIA conference. This new search offering enables mobile consumers to search for local information, images and Web resources on mobile devices.",Sci_Tech,yahoo build new mobile portal yahoo have announce the debut of new suite of search service for mobile user at the ctia conference this new search offering enable mobile consumer to search for local information image and web resource on mobile device,42
"Contrasts mark economy under Bush. The gross domestic product is up, but jobs are down. Economists say yes, that is possible. MIAMI - It seems, at first blush, to be a baffling contradiction.",Business,contrast mark economy under bush the gross domestic product be up but job be down economist say yes that be possible miami it seem at first blush to be baffling contradiction,31
South Africa. SABMiller had a gain of $96 million from selling its 29.4 percent of Harbin Brewery Group to Anheuser-Busch Cos. and a gain of $239 million from the disposal of 21 percent of South African retailer Edgars Consolidated Stores Ltd.,Business,south africa sabmiller have gain of million from sell its percent of harbin brewery group to anheuser busch cos and gain of million from the disposal of percent of south african retailer edgar consolidated stores ltd,36
"Karzai faces drug challenge at outset of fresh presidential term. KABUL, Afghanistan _ Afghanistan #39;s newly inaugurated President Hamid Karzai is pushing the fight to control the nation #39;s booming drug trade to the top of his to-do list.",World,karzai face drug challenge at outset of fresh presidential term kabul afghanistan afghanistan newly inaugurate president hamid karzai be push the fight to control the nation boom drug trade to the top of his to do list,37
